字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
各,6,gě,口,0,B0,['夂 口'],上下结构,上下结构,各,506.0,gě,"{'pinyin': 'gě', 'explanations': [{'content': '特别,与众不同。', 'detail': [{'text': '各,异词也。从口攵,会意。攵者,有行而止之,不相听也。', 'book': '《说文》'}, {'text': '各,词也。', 'book': '《广雅》'}, {'text': '亦各,不一之辞。', 'book': '《诗·载驰》疏'}], 'words': [{'word': '这人很各'}]}]}",[上下],夂口,[上下]夂口,山巅夂雪白皑皑，山脚口石坚如铁
泥,8,nì,氵,1,H2,"['水 尼', '氵 尼']",左右结构,左窄右宽,泥,1258.0,nì,"{'pinyin': 'nì', 'explanations': [{'content': '阻塞,阻滞。', 'detail': [{'text': '虽小道,必有可观者焉,致远恐泥。', 'book': '《论语·子张》'}], 'words': [{'word': '泥滞', 'text': '滞留,停留'}, {'word': '泥漉', 'text': '阻塞干涸'}, {'word': '泥饮', 'text': '强留饮酒'}, {'word': '江为山所泥'}]}, {'content': '拘泥于;拘执,不变通。', 'detail': [{'text': '总而言之,不能泥信的就是了。', 'book': '《二刻拍案惊奇》'}], 'words': [{'word': '泥文', 'text': '拘泥于文字'}, {'word': '泥定', 'text': '株守;拘执'}, {'word': '泥信', 'text': '拘泥一面,过分相信'}, {'word': '泥执', 'text': '拘泥固执'}, {'word': '泥常', 'text': '拘泥于常规'}, {'word': '泥象', 'text': '拘泥形迹'}, {'word': '泥视', 'text': '谓死板地看问题。'}]}, {'content': '涂沫。', 'detail': [{'text': '王以赤石脂泥壁。', 'book': '《世说新语·汰侈》'}], 'words': [{'word': '泥坦克'}]}, {'content': '糊。', 'detail': [{'text': '红纸泥窗绕画廊。', 'book': '花蕊夫人《宫词》'}]}, {'content': '软求,软缠;缠着。', 'detail': [{'text': '年年至日长为客,忽忽穷愁泥杀人。', 'book': '杜甫《冬至》'}, {'text': '翠环仍泥着不肯去。', 'book': '《老残游记》'}]}]}",[左右],水尼,[左右]水尼,左侧水，右侧尼
幢,15,zhuàng,巾,2,H2,['巾 童'],左右结构,左窄右宽,幢,3254.0,zhuàng,"{'pinyin': 'zhuàng', 'explanations': [{'content': '张挂在舟、车上的帷幔。', 'detail': [{'text': '抚鸿幢,御矰缴,方舟并驾,俛仰极乐。', 'book': '《后汉书》'}]}, {'content': '愚昧无知。', 'detail': [{'text': '是故君先立于仁,则大夫忠而士信,民敦,工璞,商悫,女憧,妇空空。七者,教之志也。', 'book': '《大戴礼记》'}], 'words': [{'word': '幢愚', 'text': '愚昧'}, {'word': '憧憧', 'text': '憨愚无知的样子。'}]}]}",[左右],巾童,[左右]巾童,左边巾，右边童
磅,15,páng,石,2,H2,['石 旁'],左右结构,左窄右宽,磅,3227.0,páng,"{'pinyin': 'páng', 'explanations': []}",[左右],石旁,[左右]石旁,左岸石波涛汹涌，右岸旁波澜不惊
和,8,hé,口,0,H0,['禾 口'],左右结构,左右结构,和,1131.0,hé,"{'pinyin': 'hé', 'explanations': [{'content': '和谐;协调。', 'detail': [{'text': '和,相应也。', 'book': '《说文》'}, {'text': '和,谐也。', 'book': '《广雅》'}, {'text': '音声相和。', 'book': '《老子》'}, {'text': '乐从和。', 'book': '《国语·周语下》'}, {'text': '倡予和女。', 'book': '《诗·郑风·萚兮》'}, {'text': '鸣鹤在阴,其子和之。', 'book': '《易·中孚卦》'}, {'text': '与讴谣乎相龢。', 'book': '《文选·王褒·洞箫赋》'}, {'text': '和五声。', 'book': '《吕氏春秋·慎行论》'}, {'text': '圣人为能和。'}, {'text': '和乐之本也。'}, {'text': '夔能和之。'}], 'words': [{'word': '和合日', 'text': '和谐、合好的吉日'}, {'word': '和合会', 'text': '合好;和谐'}, {'word': '和令', 'text': '和谐畅适'}, {'word': '和比', 'text': '和谐。'}]}, {'content': '和睦;融洽。', 'detail': [{'text': '颜色愈和。', 'book': '《史记·魏公子列传》'}, {'text': '言和而色夷。', 'book': '明·宋濂《送东阳马生序》'}], 'words': [{'word': '和友', 'text': '和睦友爱'}, {'word': '和比', 'text': '和睦;和谐'}, {'word': '和居', 'text': '和睦相处'}, {'word': '和勉', 'text': '和睦互勉。'}]}, {'content': '暖和;和煦;晴和。', 'detail': [{'text': '海上风和日暖。', 'book': '刘斧《青锁高议》'}, {'text': '春和景明。', 'book': '宋·范仲淹《岳阳楼记》'}, {'text': '天稍和。', 'book': '明·袁宏道《满井游记》'}, {'text': '久而乃和。', 'book': '明·宋濂《送东阳马生序》'}, {'text': '和无寡。', 'book': '《论语·季氏》'}], 'words': [{'word': '和清', 'text': '温和清朗'}, {'word': '和媚', 'text': '温和美好。'}]}, {'content': '指身体健康舒适。', 'detail': [{'text': '和于身也。', 'book': '《战国策·赵策》'}], 'words': [{'word': '和宜', 'text': '合适,舒服'}, {'word': '和胜', 'text': '病愈'}, {'word': '和舒', 'text': '和畅舒适。'}]}, {'content': '搀和,混和。', 'detail': [{'text': '松脂蜡和纸灰。', 'book': '宋·沈括《梦溪笔谈·活板》'}, {'text': '泪珠和笔墨齐下。', 'book': '清·林觉民《与妻书》'}]}, {'content': '和解;息争而归和平。', 'detail': [{'text': '与楚以和。', 'book': '《史记·屈原贾生列传》'}], 'words': [{'word': '和番', 'text': '以婚姻安抚外族,和睦异族'}, {'word': '和盟', 'text': '和好结盟'}, {'word': '和邻', 'text': '与邻国媾和交好'}, {'word': '和宁', 'text': '和解,平息'}, {'word': '和释', 'text': '和解;消除。'}]}]}",[左右],禾口,[左右]禾口,左肩禾担当重任，右肩口守护安宁
论,6,lún,讠,0,H2,"['言 仑', '讠 仑']",左右结构,左窄右宽,论,556.0,lún,"{'pinyin': 'lún', 'explanations': [{'content': '《论语》的简称 。内容主要是记录孔子及其门徒的言行。'}]}",[左右],言仑,[左右]言仑,左部言，右部仑
撩,15,liáo,扌,2,H2,"['手 尞', '扌 尞', '才 尞']",左右结构,左窄右宽,撩,3193.0,liáo,"{'pinyin': 'liáo', 'explanations': [{'content': '(形声。从手,尞(liáo)声。本义:整理)。'}, {'content': '同本义。', 'detail': [{'text': '撩,理也。', 'book': '《说文》'}, {'text': '理乱谓之撩。', 'book': '《通俗文》'}], 'words': [{'word': '撩治', 'text': '处理,料理'}, {'word': '撩理', 'text': '整理;照料;逗引'}, {'word': '撩虎须', 'text': '捋虎须。指冒犯虎威,担受风险。'}]}, {'content': '挑,拨。', 'detail': [{'text': '凡人取果,宜待熟时,不撩自落。', 'book': '《北齐书·陆法和传》'}], 'words': [{'word': '撩斗', 'text': '挑弄招惹'}, {'word': '撩虎须', 'text': '撩拨虎须。比喻冒险'}, {'word': '撩蜂吃螫', 'text': '撩蜂剔蝎。比喻挑逗恶人,自招祸害'}, {'word': '撩火加油', 'text': '火上加油'}, {'word': '撩云拨雨', 'text': '调弄风情。'}]}, {'content': '引申为挑逗,招引,逗引。', 'detail': [{'text': '屡撩之。', 'book': '《聊斋志异·促织》'}]}, {'content': '又。', 'detail': [{'text': '试以猪鬣撩虫须。'}], 'words': [{'word': '撩理', 'text': '逗引'}, {'word': '撩惹', 'text': '挑引'}, {'word': '撩斗', 'text': '撩逗。撩拨;挑逗。'}]}]}",[左右],手尞,[左右]手尞,左手的手温柔细腻，右手的尞力量十足
含,7,hán,口,1,B0,['今 口'],上下结构,上下结构,含,800.0,hán,"{'pinyin': 'hán', 'explanations': [{'content': '(形声。从口,今声。本义:含在嘴里)。'}, {'content': '同本义。', 'detail': [{'text': '含,嗛也。', 'book': '《说文》'}, {'text': '含,口也,合口亭之也。衔亦然也。', 'book': '《释名·释饮食》'}, {'text': '含哺而熙,鼓腹而游。', 'book': '《庄子·马蹄》'}, {'text': '生不布施,死何含珠为?', 'book': '《庄子·外物》'}, {'text': '含杜若,握玉环。', 'book': '《韩非子·内储说下》'}, {'text': '吾但当含饴弄孙。', 'book': '《后汉书·明德马皇后传》'}, {'text': '口如含朱丹。', 'book': '《玉台新咏·古诗为焦仲卿妻作》'}, {'text': '儿含乳啼。', 'book': '《虞初新志·秋声诗自序》'}, {'text': '含乳啼声。'}], 'words': [{'word': '含哺', 'text': '口衔食物'}, {'word': '含殓', 'text': '含口;含口垫背。死人入殓时,把珍珠等物放在死人嘴里,叫“含口”。把金钱放在死人身下,叫“垫背”'}, {'word': '含咀', 'text': '衔在口中咀嚼。比喻品味。'}]}, {'content': '容纳;包含。', 'detail': [{'text': '阿女含泪答。', 'book': '《玉台新咏·古诗为焦仲卿妻作》'}, {'text': '含有音乐。', 'book': '蔡元培《图画》'}, {'text': '含文学之趣味。'}, {'text': '为之含悲。', 'book': '孙文《序》'}], 'words': [{'word': '含元', 'text': '包含万物的本原;包含元气'}, {'word': '含气', 'text': '含藏元气'}, {'word': '含孕', 'text': '包含;孕育'}, {'word': '含光', 'text': '内藏光采,包藏美德。'}]}, {'content': '怀着不露;隐藏在内。', 'detail': [{'text': '少年别有赠,含笑看吴钩。', 'book': '杜甫《后出塞五首》'}, {'text': '使渠弥含憎惧死以侥幸。', 'book': '《韩非子·难囚》'}], 'words': [{'word': '含哀', 'text': '怀着哀痛之情'}, {'word': '含戚', 'text': '怀着忧伤'}, {'word': '含道', 'text': '怀藏正道;抱有主张'}, {'word': '含愁', 'text': '怀着愁苦'}, {'word': '含伤', 'text': '怀着悲伤。'}]}]}",[上下],今口,[上下]今口,树冠今枝繁叶茂，根系口深埋大地
秃,7,tū,禾,1,B0,['禾 几'],上下结构,上下结构,秃,764.0,tū,"{'pinyin': 'tū', 'explanations': [{'content': '(象形。从人,上象禾粟之形。本义:头顶无发)。'}, {'content': '同本义。', 'detail': [{'text': '秃,无发也。', 'book': '《说文》'}, {'text': '秃者不免。', 'book': '《礼记·问丧》'}, {'text': '秃者不髽。', 'book': '《礼记·丧服四制》'}, {'text': '齐人谓无发为秃揭。', 'book': '《礼记·明堂位》注'}, {'text': '秃翁。', 'book': '《后汉书·匈奴传》。注:“即乃翁也。”'}, {'text': '齿危发秃。', 'book': '清·袁枚《祭妹文》'}], 'words': [{'word': '秃厮', 'text': '光头家伙'}, {'word': '秃科子', 'text': '秃脑瓜'}, {'word': '秃驴', 'text': '光头驴。骂和尚的话'}, {'word': '秃颅', 'text': '秃头'}, {'word': '秃人', 'text': '秃发的人'}, {'word': '秃儿', 'text': '犹秃奴'}, {'word': '秃发', 'text': '头发脱落。'}]}]}",[上下],禾几,[上下]禾几,山巅禾雪白皑皑，山脚几石坚如铁
喉,12,hóu,口,1,H2,['口 侯'],左右结构,左窄右宽,喉,2643.0,hóu,"{'pinyin': 'hóu', 'explanations': [{'content': '喉头。', 'detail': [{'text': '喉,咽也。', 'book': '《说文》'}, {'text': '喉咽者,量肠之府也。', 'book': '《后汉书·马融传》'}, {'text': '断其喉。', 'book': '唐·柳宗元《三戒》'}], 'words': [{'word': '喉吻', 'text': '喉头与嘴唇'}, {'word': '喉头气 ', 'text': '因生气发怒而感到喉头憋闷'}, {'word': '喉韵', 'text': '饮茶后喉头产生的甘爽的回味。'}]}]}",[左右],口侯,[左右]口侯,左边口，右边侯
侄,8,zhí,亻,1,H2,"['人 至', '亻 至']",左右结构,左窄右宽,侄,1144.0,zhí,"{'pinyin': 'zhí', 'explanations': [{'content': '(侄为姪的俗字)弟兄或其他同辈男性亲属的子女。', 'detail': [{'text': '姪,兄之女也。从女,至声。', 'book': '《说文》'}, {'text': '女子谓兄弟之子为姪。', 'book': '《尔雅》'}, {'text': '谓吾姑者,吾谓之姪。', 'book': '《仪礼·丧服传》'}, {'text': '大夫不名世臣姪娣。', 'book': '《礼记·曲礼》。疏:“姪是妻之兄女。”'}, {'text': '继室以其姪。', 'book': '《左传·襄公二十三年》'}, {'text': '姪其从姑。', 'book': '《左传·僖公十五年》'}, {'text': '则我皇妣大姜之姪。', 'book': '《国语·周语》。注:“女子谓昆弟之子,男女皆曰姪。”朱按,受姪称者,男女皆可通,而称人姪者,必妇人也。男子称兄弟之子曰从子。'}, {'text': '侄其从姑。', 'book': '《左传·僖公十五年》'}], 'words': [{'word': '侄少爷', 'text': '旧时对侄子的尊称'}, {'word': '侄儿', 'text': '侄子'}, {'word': '侄儿子', 'text': '侄儿,侄子'}, {'word': '侄哥', 'text': '对侄子的爱称'}, {'word': '表侄;内侄;世侄'}]}]}",[左右],人至,[左右]人至,左岸人波涛汹涌，右岸至波澜不惊
抢,7,qiǎng,扌,1,H2,"['手 仓', '扌 仓', '才 仓']",左右结构,左窄右宽,抢,637.0,qiǎng,"{'pinyin': 'qiǎng', 'explanations': [{'content': '(形声。从手,仓声。本义:抢夺)。'}, {'content': '同本义。', 'detail': [{'text': '抢夺声。', 'book': '《虞初新志·秋声诗自序》'}, {'text': '抢夺耕牛。', 'book': '《广东军务记》'}], 'words': [{'word': '抢火', 'text': '趁火打劫'}, {'word': '抢行', 'text': '同业相竞,引申指争爱'}, {'word': '抢了我的东西未必能使他变富;抢案', 'text': '抢劫事件,抢劫案件'}, {'word': '抢掳', 'text': '抢劫掳掠。'}]}]}",[左右],手仓,[左右]手仓,左面手，右面仓
耙,10,bà,耒,2,H0,['耒 巴'],左右结构,左右结构,耙,1769.0,bà,"{'pinyin': 'bà', 'explanations': [{'content': '用于碎土、平地和消灭杂草的整地农具  按工作部分不同分齿耙、无齿耙、圆盘耙等。'}]}",[左右],耒巴,[左右]耒巴,左岸耒波涛汹涌，右岸巴波澜不惊
皓,12,hào,白,3,H2,['白 告'],左右结构,左窄右宽,皓,2698.0,hào,"{'pinyin': 'hào', 'explanations': [{'content': '(形声。从白,告声。本作“皜”。本义:光明)。'}, {'content': '同本义。', 'detail': [{'text': '日出皓兮。', 'book': '《诗·陈风·月出》'}, {'text': '皓月千里。', 'book': '宋·范仲淹《岳阳楼记》'}], 'words': [{'word': '皓月', 'text': '明月'}, {'word': '皓旰', 'text': '光明亮丽'}, {'word': '皓颢', 'text': '明亮洁白'}, {'word': '皓洁', 'text': '明亮洁白。'}]}, {'content': '白;洁白。', 'detail': [{'text': '皓,白也。', 'book': '《小尔雅》'}, {'text': '白石皓皓。', 'book': '《诗·唐风·扬之水》'}, {'text': '皓皓乎不可尚已。', 'book': '《孟子·滕文公上》'}, {'text': '有五六老叟,庞眉皓发。', 'book': '《后汉书·刘庞传》'}, {'text': '曼理皓齿。', 'book': '《韩非子·杨权》'}, {'text': '延颈秀项,皓质呈露。', 'book': '曹植《洛神赋》'}, {'text': '绛皓驳色。', 'book': '清·姚鼐《登泰山记》'}], 'words': [{'word': '皓腕', 'text': '素腕,指女子洁白的手腕'}, {'word': '皓皓', 'text': '洁白的样子;光明的样子'}, {'word': '皓手', 'text': '洁白的手'}, {'word': '皓然', 'text': '洁白的样子'}, {'word': '皓齿明眸', 'text': '洁白的牙齿,明亮的眼睛。'}]}, {'content': '广大的样子。', 'detail': [{'text': '闇乎天下之晦盲也,皓天不复,忧无疆也。', 'book': '《荀子·赋》'}, {'text': '皓天舒白日。', 'book': '左思《咏史》'}, {'text': '太皓悦和,雷声乃发 。又如:皓然(元气盛大流行的样子);皓天(天的泛称;即昊天);皓荡(广阔天边的样子)'}], 'same': '昊'}, {'content': '借指老翁。', 'detail': [{'text': '送尔长江万里心,他年来访南山皓。', 'book': '李白《金陵歌送别范宣》'}]}]}",[左右],白告,[左右]白告,左岸白波涛汹涌，右岸告波澜不惊
竣,12,jùn,立,2,H0,['立 夋'],左右结构,左右结构,竣,2736.0,jùn,"{'pinyin': 'jùn', 'explanations': [{'content': '(形声。本义:退位)。'}, {'content': '同本义。', 'detail': [{'text': '有司已于事而竣。', 'book': '《国语》。韦昭注:“竣,伏退也。”'}]}, {'content': '完成,事毕。', 'detail': [{'text': '晓夜并工,克期告竣。', 'book': '《三国演义》'}]}]}",[左右],立夋,[左右]立夋,左边立，右边夋
若,8,ruò,艹,1,B2,"['草 右', '艸 右', '艹 右']",上下结构,上小下大,若,1002.0,ruò,"{'pinyin': 'ruò', 'explanations': [{'content': '(象形。甲骨文字形,象一个女人跪着,上面中间象头发,两边两只手在梳发,表示“顺从”。本义:顺从)。'}, {'content': '同本义。', 'detail': [{'text': '若,顺也。', 'book': '《尔雅·释名》'}, {'text': '万民是若。', 'book': '《诗·鲁颂·阙宫》'}, {'text': '天子是若。', 'book': '《诗·大雅·烝民》'}, {'text': '有孚禺若。', 'book': '《易·观》'}, {'text': '钦若昊天。', 'book': '《书·尧典》'}, {'text': '不逢不若。', 'book': '《左传·宣公三年》'}], 'words': [{'word': '若时', 'text': '顺应天时'}, {'word': '若淑', 'text': '温顺而善良。'}]}, {'content': '如同;像。', 'detail': [{'text': '圣人之德,若天之高,若地之普。', 'book': '《墨子·尚贤中》'}, {'text': '肌肤若 冰雪,绰约若处子。', 'book': '《庄子·逍遥游》'}, {'text': '关山度若飞。', 'book': '《乐府诗集·木兰诗》'}, {'text': '天涯若比邻。', 'book': '唐·王勃《杜少府之任蜀州》'}], 'words': [{'word': '视若分敌;若明若昧', 'text': '好像清楚又好像不清楚'}, {'word': '若出一辙', 'text': '若出一轨。像从一个车辙里出来的。比喻言论、行动、遭遇等完全一样'}, {'word': '若如', 'text': '如;像'}, {'word': '若卵投石', 'text': '同“以卵击石”。比喻不自量力,必遭失败'}, {'word': '若涉渊水', 'text': '若涉渊冰。比喻处境艰险。'}]}, {'content': '择菜。', 'detail': [{'text': '若,择菜也。从艸、右。右,手也。', 'book': '《说文》'}]}, {'content': '引申为选择。', 'detail': [{'text': '《晋语》秦穆公曰:“夫晋国之乱,吾谁使先若夫二公子而立之,以为朝夕之急。”此谓使谁先择二公子而立之,若正训择,择菜引申之义也。', 'book': '清·段玉裁《说文解字注》'}]}, {'content': '同,相当。', 'detail': [{'text': '彼与彼年相若也。', 'book': '韩愈《师说》'}, {'text': '布帛长短同,则贾相若。', 'book': '《孟子》'}]}, {'content': '及;到。', 'detail': [{'text': '病未若死。', 'book': '《国语》'}]}, {'content': '比得上(多用于否定句和反问句)。', 'detail': [{'text': '虽然,则彼疾,当养者孰若妻与宰?', 'book': '《礼记》'}, {'text': '徐公不若君之美也。', 'book': '《战国策·齐策》'}]}, {'content': '诺,应允,后作“诺”。', 'detail': [{'text': '已若必信,则处于度之内也。', 'book': '《马王堆汉墓帛书·经法》'}, {'text': '步骑之所蹂若。', 'book': '《文选·司马相如·上林赋》'}]}, {'content': '对付,处置。', 'detail': [{'text': '寇深矣,若之何?', 'book': '《左传·僖公十五年》'}]}, {'content': '如此,这样。', 'detail': [{'text': '出若入若。', 'book': '《荀子·王霸》。注:“如此也。”'}, {'text': '织自若。', 'book': '《战国策·秦策》'}, {'text': '以若所为,求若所欲,犹缘木而求鱼也。', 'book': '《孟子·梁惠王上》'}], 'words': [{'word': '若许', 'text': '如许;这些'}, {'word': '若言', 'text': '此言,这样的话'}, {'word': '若曰', 'text': '这样说'}, {'word': '若大若小', 'text': '大大小小'}, {'word': '若此', 'text': '如此,这样'}, {'word': '若是', 'text': '如此,这样'}, {'word': '若斯', 'text': '如此'}, {'word': '若然', 'text': '如此'}, {'word': '若尔', 'text': '如此,如果这样。'}]}, {'content': '你。', 'detail': [{'text': '若,汝也。', 'book': '《小尔雅》'}, {'text': '惟若宁候。', 'book': '《考工记·梓人》'}, {'text': '若则有常。', 'book': '《仪礼·士昏礼记》'}, {'text': '若肯发兵助我乎?', 'book': '《汉书·匈奴传上》'}, {'text': '若不恭命。', 'book': '《墨子·明鬼下》'}, {'text': '命曰三日,若宿而至。', 'book': '《国语·晋语四》'}, {'text': '若为佣耕,何富贵也。', 'book': '《史记·陈涉世家》'}, {'text': '若辈得无苦贫乎。', 'book': '明·崔铣《记王忠肃公翱三事》'}], 'words': [{'word': '若曹', 'text': '你们这些人'}, {'word': '若属', 'text': '你们'}, {'word': '若辈', 'text': '你们。'}]}, {'content': '其;他的 ——用于他称。', 'detail': [{'text': '今人处若国得罪。', 'book': '《墨子·天志下》'}]}, {'content': '这么;那么。用同“偌”。', 'detail': [{'text': '老太太若大年纪。', 'book': '《红楼梦》'}]}, {'content': '假如;如果。', 'detail': [{'text': '公子若反晋国,则何以报不谷?', 'book': '《左传·僖公二十三年》'}, {'text': '若反国,将为乱。', 'book': '《史记·赵世家》'}, {'text': '寡人若朝于薛,不敢与诸任齿。', 'book': '《左传·隐公十一年》'}, {'text': '若印数十百千本,则极为神速。', 'book': '宋·沈括《梦溪笔谈·活板》'}, {'text': '天若有情天亦老。', 'book': '唐·李贺《金铜仙人辞汉歌》'}], 'words': [{'word': '若不是', 'text': '如果不是'}, {'word': '若曰', 'text': '如果说'}, {'word': '假若', 'text': '假使'}, {'word': '若其', 'text': '假如,如果'}, {'word': '若苟', 'text': '若或。假如,如果'}, {'word': '若非', 'text': '如果不是;要不是'}, {'word': '若果', 'text': '如果'}, {'word': '若使', 'text': '假使,假如,如果'}, {'word': '若是', 'text': '如果,如果是。'}]}, {'content': '至于 。用在句首以引起下文。', 'detail': [{'text': '若夫霪雨霏霏,连月不开,阴风怒号,浊浪排空。', 'book': '宋·范仲淹《岳阳楼记》'}], 'words': [{'word': '若乃', 'text': '至于。用于句子开头,表示另起一事。'}]}, {'content': '或;或者。', 'detail': [{'text': '以万人若一郡降者,封万户。', 'book': '《汉书·高帝纪》'}, {'text': '若有会同。', 'book': '《周礼·稍人》'}], 'words': [{'word': '若者', 'text': '或者'}, {'word': '若大若小', 'text': '大大小小。'}]}, {'content': '与,和。', 'detail': [{'text': '旅王若公。', 'book': '《书·召诰》'}]}, {'content': '而。', 'detail': [{'text': '抑若扬兮。', 'book': '《诗·齐风·猗嗟》'}, {'text': '宠辱若惊。', 'book': '《老子》。顾注:“而已”'}, {'text': '若降天地之施,垂三光之明者,实在陛下。', 'book': '《三国志·魏志》'}]}, {'content': '禾秆皮。', 'detail': [{'text': '稣,杷取禾若也。', 'book': '《说文》。朱骏声《说文通训定声》:“秆皮散乱,杷而梳取之。”'}]}, {'content': '香草名。', 'detail': [{'text': '杜若,香草。', 'book': '《说文》'}, {'text': '华采衣兮若英。', 'book': '《楚辞·云中君》'}, {'text': '顺微风,挥若芳。', 'book': '傅毅《舞赋》。注:“杜也。”'}, {'text': '衡兰芷若。', 'book': '《汉书·司马相如传》'}], 'words': [{'word': '若芳', 'text': '杜若的香气'}, {'word': '若英', 'text': '杜若的花'}, {'word': '若惠', 'text': '香草名。杜若和蕙草。'}]}, {'content': '秦、汉时县名 。治所在今湖北省宜城县东南。'}, {'content': '古水名 。即今雅砻江,为金沙江支流。源出青海,东南流经甘孜、新龙等县,到攀枝花市东北入金沙江。'}, {'content': '用在形容词或副词后面,表示事物的状态。相当于“貌”、“样子”。', 'detail': [{'text': '用史巫纷若,吉。', 'book': '《易·巽卦》'}, {'text': '有孚颗若。', 'book': '《易·观卦》'}, {'text': '乘其四骆,六辔沃若。', 'book': '《诗·小雅·裳裳者华》'}, {'text': '桑之未落,其叶沃若。', 'book': '《诗·卫风·氓》'}]}, {'content': '用于句首。', 'detail': [{'text': '若昔朕其逝。', 'book': '《书·大诰》'}]}]}",[上下],草右,[上下]草右,山巅草雪白皑皑，山脚右石坚如铁
杠,7,gàng,木,1,H2,['木 工'],左右结构,左窄右宽,杠,679.0,gàng,"{'pinyin': 'gàng', 'explanations': []}",[左右],木工,[左右]木工,左面木，右面工
怕,8,pà,忄,1,H2,"['心 白', '忄 白']",左右结构,左窄右宽,怕,1269.0,pà,"{'pinyin': 'pà', 'explanations': [{'content': '(形声。从心,白声。怕就是怖,“怕”是中古的新字。本义:畏惧)同本义。', 'detail': [{'text': '怕,怕惧。', 'book': '《广韵》'}, {'text': '鬼神怕嘲咏。', 'book': '韩愈《双鸟诗》'}, {'text': '粉骨碎身浑不怕。', 'book': '明·于谦《石灰吟》'}], 'words': [{'word': '惧怕', 'text': '害怕'}, {'word': '害怕', 'text': '遇到困难、危险等而心中不安或发慌'}, {'word': '怕怯', 'text': '害怕。'}]}, {'content': '如其,倘。', 'detail': [{'text': '您昆仲各东西,俺子母两分离,怕哥哥不嫌相辱呵?权为个妹!', 'book': '《古今杂剧·关汉卿·拜月亭》'}]}]}",[左右],心白,[左右]心白,左岸心波涛汹涌，右岸白波澜不惊
呢,8,ní,口,1,H2,['口 尼'],左右结构,左窄右宽,呢,1102.0,ní,"{'pinyin': 'ní', 'explanations': [{'content': '一种毛织物', 'words': [{'word': '呢子', 'text': '呢绒'}]}, {'content': '人们的悄声细语。', 'detail': [{'text': '呢,呢喃,小声多言也。', 'book': '《玉篇》'}], 'words': [{'word': '呢呢', 'text': '絮絮不休貌。'}]}, {'content': '燕子鸣声。', 'detail': [{'text': '燕雏羽弱飞难起,母燕呢喃翔复止。', 'book': '周士彬《营巢燕》'}]}]}",[左右],口尼,[左右]口尼,左面口，右面尼
膊,14,bo,月,1,H2,"['肉 尃', '月 尃']",左右结构,左窄右宽,膊,3133.0,bo,"{'pinyin': 'bo', 'explanations': [{'refer': '胳膊'}]}",[左右],肉尃,[左右]肉尃,左侧肉，右侧尃
豁,17,huò,谷,2,H0,['害 谷'],左右结构,左右结构,豁,3432.0,huò,"{'pinyin': 'huò', 'explanations': [{'content': '(形声。从谷,害声。本义:前后相通的山谷) 同本义。', 'speech': '名', 'detail': [{'text': '豁,通谷也。', 'book': '《说文》'}, {'text': '豁险吞若巨防。', 'book': '左思《蜀都赋》'}, {'text': '谽豁。', 'book': '《史记·司马相如传》。郭注:“涧谷之形容也。”司马彪注:“空虚也。”'}], 'words': [{'word': '长豁', 'text': '长而通畅的山谷。'}]}, {'content': '开阔;开通。', 'speech': '形', 'detail': [{'text': '开南端之豁达。', 'book': '何晏《景福殿赋》注:“门通。”'}, {'text': '豁然开朗。', 'book': '陶潜《桃花源记》'}, {'text': '其壑北向颇豁。', 'book': '《徐霞客游记·滇游日记》'}], 'words': [{'word': '豁落', 'text': '广大开通的样子'}, {'word': '豁尔', 'text': '开阔;开朗'}, {'word': '豁眼', 'text': '开阔视野'}, {'word': '豁如', 'text': '开阔;旷达;阔大。'}]}, {'content': '豁达;大度。', 'detail': [{'text': '意豁如也。', 'book': '《史记·高祖纪》。服注:“达也。”'}], 'words': [{'word': '豁豁', 'text': '胸怀坦荡、开朗'}, {'word': '豁绰', 'text': '豁达宽厚'}, {'word': '豁荡', 'text': '豁达'}, {'word': '豁落', 'text': '豁达大方。'}]}, {'content': '空;空虚。', 'detail': [{'text': '则耳豁极。', 'book': '《吕氏春秋·适音》。注:“虚也。”'}], 'words': [{'word': '豁关', 'text': '空虚防守不严的关口。'}]}, {'content': '消散。', 'speech': '动', 'detail': [{'text': '集若霞布,散若云豁。', 'book': '郭璞《江赋》'}], 'words': [{'word': '云豁', 'text': '云彩消散。'}]}, {'content': '使某人免罪或免除(处罚)。', 'words': [{'word': '豁宿', 'text': '免除值夜'}, {'word': '豁除', 'text': '免除'}, {'word': '豁略', 'text': '免除'}]}]}",[左右],害谷,[左右]害谷,左部害，右部谷
和,8,hú,口,0,H0,['禾 口'],左右结构,左右结构,和,1131.0,hú,"{'pinyin': 'hú', 'explanations': [{'content': '打麻将或斗纸牌时某一家的牌合乎规定的要求,取得胜利。'}]}",[左右],禾口,[左右]禾口,左禾对右口
