字符,笔画数,拼音,偏旁部首,频率,结构代码,拆字,结构方式,间架比例,char,index,pinyin,pronunciation_details,结构谜底,拆字谜底,谜底,字谜
积,10,jī,禾,0,H2,['禾 只'],左右结构,左窄右宽,积,1945.0,jī,"{'pinyin': 'jī', 'explanations': [{'content': '(形声。从禾,责声。从“禾”,表示与农作物有关。本义:堆积谷物)。'}, {'content': '同本义。', 'detail': [{'text': '积,聚也。', 'book': '《说文》。按,禾谷之聚曰积。'}, {'text': '令野修道委积。', 'book': '《周礼·大司徒》。注:“少曰委,多曰积。”'}, {'text': '掌邦之委积。', 'book': '《周礼·遗人》。疏:“三十里言委,五十里言积。”'}, {'text': '故人主积其食,守其用。', 'book': '《盐铁论·错币》'}], 'words': [{'word': '积谷', 'text': '存积米谷以备灾荒'}, {'word': '积居', 'text': '聚积;囤积'}, {'word': '积仓', 'text': '贮存谷物的粮仓。'}]}, {'content': '累积;堆叠。', 'detail': [{'text': '积土成山,风雨兴焉。(积土成为高山,风雨就能从山里兴起,即指积土成山能使气侯发生变化而兴风作雨。兴,起,产生。焉,于是,从这里。)', 'book': '《荀子·劝学》'}, {'text': '积水成渊。'}, {'text': '积薪其中。', 'book': '《聊斋志异·狼三则》'}, {'text': '转视积薪后。'}, {'text': '大风扬积雪。', 'book': '清·姚鼐《登泰山记》'}, {'text': '积善成德。', 'book': '《荀子·劝学》'}, {'text': '能已积热。', 'book': '明·刘基《诚意伯刘文成公文集》'}, {'text': '祖父积子孙弃者。', 'book': '清·袁枚《黄生借书说》'}], 'words': [{'word': '积石', 'text': '堆聚的石头'}, {'word': '积委', 'text': '累聚,储存'}, {'word': '积威', 'text': '累积而成的威势'}, {'word': '积重', 'text': '财物的累聚、蓄积'}, {'word': '积气', 'text': '积聚的气。'}]}, {'content': '蕴积,积蓄。', 'detail': [{'text': '商贾以币之变多积货逐利。', 'book': '《史记·平准书》'}, {'text': '乃积乃仓。', 'book': '《诗·大雅·公刘》'}], 'words': [{'word': '积中', 'text': '蕴积于心中'}, {'word': '积伐', 'text': '蕴蓄才能并自我夸耀'}, {'word': '积志', 'text': '蓄志,夙愿。'}]}, {'content': '滞留。', 'detail': [{'text': '天道运而无所积。', 'book': '《庄子·无道》'}], 'words': [{'word': '积污', 'text': '积滞污秽'}, {'word': '积塞', 'text': '积滞堵塞'}, {'word': '积抱', 'text': '郁积的怀抱'}, {'word': '积忿', 'text': '忿恨郁积于心'}, {'word': '积怒'}]}, {'content': '累计。', 'detail': [{'text': '积于今。(算到现在。积,累计。)', 'book': '唐·柳宗元《捕蛇者说》'}]}, {'content': '指贮积起来的钱物等。', 'detail': [{'text': '主国五积。', 'book': '《周礼·司仪》'}, {'text': '共其牢礼积膳之牛。', 'book': '《周礼·牢人》'}, {'text': '居则具一日之积。', 'book': '《左传·僖公三十三年》。注:“刍米禾薪。”'}, {'text': '完者,使守积。', 'book': '《汉书·刑法志》'}, {'text': '士卒死伤如积。', 'book': '司马迁《报任安书》'}, {'text': '畜积足恃。(积,动词用作名词,积蓄的东西。蓄同积。)', 'book': '汉·贾谊《论积贮疏》'}], 'words': [{'word': '积陈', 'text': '蓄积陈粮'}, {'word': '积滞', 'text': '滞积的水流'}, {'word': '积实', 'text': '指谷粟财货等'}, {'word': '积委', 'text': '指积贮的财物'}, {'word': '积苏', 'text': '聚积的柴草。'}]}, {'content': '衣裙的褶子。', 'detail': [{'text': '襞积褰绉,纡徐委曲。', 'book': '《史记·司马相如列传》'}, {'text': '美襞积以酷烈兮,允麈邈而难。', 'book': '《文选·张衡·思玄赋》'}], 'same': '襀'}, {'content': '功劳。', 'detail': [{'text': '积厚者流泽广,积薄者流泽狭也。', 'book': '《荀子·礼论》'}, {'text': '考积幽穷。', 'book': '《汉·北海相景君碑》'}], 'same': '绩'}, {'content': '长久。', 'detail': [{'text': '所居之官辄积年不徙。', 'book': '《后汉书》'}], 'words': [{'word': '积日累岁', 'text': '形容时间长久'}, {'word': '积祖', 'text': '祖祖辈辈;一贯'}, {'word': '积世', 'text': '累世,历代'}, {'word': '积雨', 'text': '久雨。'}]}, {'content': '习惯的;积久渐成的。', 'detail': [{'text': '常俗生于积习。', 'book': '汉·蔡邕《述行赋》'}], 'words': [{'word': '积窃', 'text': '惯偷'}, {'word': '积贼', 'text': '惯偷'}, {'word': '积悃', 'text': '久积的诚挚之心'}, {'word': '积赌', 'text': '长期赌博;老赌客。'}]}]}",[左右],禾只,[左右]禾只,门的左扇，禾装饰之美；门的右扇，只简约之雅
芥,7,jiè,艹,2,B2,"['草 介', '艸 介', '艹 介']",上下结构,上小下大,芥,667.0,jiè,"{'pinyin': 'jiè', 'explanations': [{'content': '(形声。从艸,介声。本义:蔬菜名。即“芥菜”)。'}, {'content': '同本义。一年或二年生草本植物，种子黄色，味辛辣。', 'detail': [{'text': '芥,芥菜也。', 'book': '《说文》'}, {'text': '天地之行,芥苦味也。', 'book': '《春秋繁露》'}, {'text': '脍,春用葱,秋用芥。', 'book': '《礼记·内则》'}], 'words': [{'word': '芥子', 'text': '芥菜的种子。颗粒很小,可榨油或制芥末'}, {'word': '芥孙', 'text': '芥菜于霜雪中再发的嫩牙'}, {'word': '芥尽', 'text': '芥子用完。佛教用语。比喻时间之久或劫数之多'}, {'word': '芥苔', 'text': '芥菜开花新生的嫩茎。'}]}, {'content': '小草。', 'detail': [{'text': '芥为之舟。', 'book': '《庄子·逍遥游》'}, {'text': '似寻针芥。', 'book': '《聊斋志异·促织》'}], 'words': [{'word': '芥豆', 'text': '小草和豆子'}, {'word': '芥豆大小人家', 'text': '比喻小户人家'}, {'word': '芥舟', 'text': '比喻小舟'}, {'word': '芥拾', 'text': '比喻轻易地取得。'}]}, {'content': '梗塞。', 'detail': [{'text': '恨无乖崖老,一洗芥蒂胸。', 'book': '苏轼《送路都曹》'}], 'words': [{'word': '芥蒂', 'text': '细小的梗塞物,比喻积在心中的怨恨或不快'}, {'word': '介纳须弥', 'text': '佛教说法:小小的芥子可包容须弥大山或整个世界。须弥:传说中的古印度山名'}, {'word': '芥虿', 'text': '芥蒂。'}]}, {'same': '介', 'words': [{'word': '芥羽', 'text': '指用以角斗的鸡。斗鸡之时,把芥末播撒在鸡的羽毛上,迷蒙对方鸡的眼而取胜。'}]}, {'content': '比喻轻微纤细的事物', 'words': [{'word': '草芥'}, {'word': '芥视', 'text': '轻视,不看重'}]}]}",[上下],草介,[上下]草介,上草下介，合为一体
初,7,chū,刀,1,H0,"['衣 刀', '衤 刀']",左右结构,左右结构,初,889.0,chū,"{'pinyin': 'chū', 'explanations': [{'content': '(会意。从刀,从衣。合起来表示:用刀剪裁衣服是制衣服的起始。本义:起始,开端)。'}, {'content': '同本义。', 'detail': [{'text': '初,始也。裁者衣之始也。', 'book': '《说文》'}, {'text': '初,舒也。', 'book': '《广雅》。按,谓展帛以就裁。'}, {'text': '初吉终乱。', 'book': '《易·既济》'}, {'text': '名曰初虑。', 'book': '《易·书大传》'}, {'text': '我生之初。', 'book': '《诗·王风·兔爰》'}, {'text': '初疾畏惊,见鬼之来。', 'book': '《论衡·订鬼》'}, {'text': '初极狭,才通人。复行数十步,豁然开朗。', 'book': '陶渊明《桃花源记》'}], 'words': [{'word': '初岁', 'text': '年初'}, {'word': '初枯', 'text': '秋季里植物开始枯萎'}, {'word': '初头', 'text': '起初;开头'}, {'word': '初化', 'text': '变化之始'}, {'word': '初末', 'text': '始末。'}]}, {'content': '本原。', 'detail': [{'text': '欲知学之力,贤愚同一初。', 'book': '唐·韩愈《符读书城南》'}]}, {'content': '往昔;当初。', 'detail': [{'text': '初,郑武公娶于申。', 'book': '《左传·隐公元年》'}, {'text': '初,鲁肃闻刘表卒,言于孙权。', 'book': '《资治通鉴·赤壁之战》'}]}, {'content': '表示时间、频率,相当于“才”、“刚刚”。', 'detail': [{'text': '剑外忽传收蓟北,初闻涕泪满衣裳。', 'book': '杜甫《闻官军收河南河北》'}, {'text': '用叶者取叶初长足时。', 'book': '李渔《芙蕖》'}], 'words': [{'word': '初生', 'text': '刚刚出生'}, {'word': '初凉;初寒'}]}, {'content': '全;本来就。', 'detail': [{'text': '受教三日,初不奉行。', 'book': '《后汉书》'}]}, {'content': '加在“一”至“十”的前面,表示农历一个月前十天的次序。', 'detail': [{'text': '八月初一日,上召见袁世凯,特赏侍郎。', 'book': '梁启超《谭嗣同传》'}], 'words': [{'word': '三月初一;五月初五;七月初十'}]}, {'content': '姓。'}]}",[左右],衣刀,[左右]衣刀,左部分衣，右部分刀
妹,8,mèi,女,1,H2,['女 未'],左右结构,左窄右宽,妹,1324.0,mèi,"{'pinyin': 'mèi', 'explanations': [{'content': '(形声。从女,未声。本义:妹妹)。'}, {'content': '称同父母或同父异母或同母异父比自己年纪小的女子。', 'detail': [{'text': '妹,女弟也。', 'book': '《说文》'}, {'text': '及姑姊妹。', 'book': '《左传·襄公十二年》'}, {'text': '妹者,少女之称也。', 'book': '《易·归妹》注'}, {'text': '东宫之妹,邢侯之姨。', 'book': '《诗·卫风·硕人》'}], 'words': [{'word': '妹妹;妹丈', 'text': '妹妹的丈夫'}, {'word': '妹婿', 'text': '妹夫。'}]}, {'content': '古邑 。在今河南省淇县。'}, {'content': '昏暗不明。', 'detail': [{'text': '而弃妹之者,不仁也。', 'book': '《庄子·天道》'}], 'same': '昧'}]}",[左右],女未,[左右]女未,左手创女，右手绘未
苔,8,tāi,艹,2,B2,"['草 台', '艸 台', '艹 台']",上下结构,上小下大,苔,1015.0,tāi,"{'pinyin': 'tāi', 'explanations': [{'content': '——“舌苔”（shétāi）。'}, {'content': '舌上的垢腻。'}]}",[上下],草台,[上下]草台,上方草如峰巅之望，下处台似谷底之思
肖,7,xiào,月,2,B0,"['小 肉', '小 月']",上下结构,上下结构,肖,713.0,xiào,"{'pinyin': 'xiào', 'explanations': [{'content': '(形声。从肉,小声。本义:相似,相像)。'}, {'content': '同本义(侧重于本质特点上的相像)。', 'detail': [{'text': '肖,骨肉相似也。', 'book': '《说文》。字亦作俏'}, {'text': '人俏天地之类。', 'book': '《列子·杨朱》'}, {'text': '肖形而蕃。', 'book': '《淮南子·地形》'}, {'text': '丹朱之不肖。', 'book': '《孟子》'}, {'text': '乃审厥象,俾以形旁求于天下,(傅)说筑傅岩之野,惟肖。', 'book': '《书·说命上》'}, {'text': '使之肖我。', 'book': '清·林觉民《与妻书》'}, {'text': '无不毕肖。', 'book': '清·薛福成《观巴黎油画记》'}], 'words': [{'word': '肖子', 'text': '在志趣等方面与其父一致的儿子'}, {'word': '肖题', 'text': '切题'}, {'word': '肖似', 'text': '肖貌,肖神。相似,神似'}, {'word': '肖形', 'text': '仿形。'}]}, {'content': '刻画,谓图画或雕塑人像。', 'detail': [{'text': '以紫檀肖其象而祠之。', 'book': '宋·范仲淹文'}, {'text': '旁肖十六应真像。', 'book': '清·李斗《扬州画航录》'}], 'words': [{'word': '肖物', 'text': '刻画事物。'}]}, {'content': '仿效。', 'detail': [{'text': '我肖其涤,以清厥身。', 'book': '宋·王安石《张君玉墓志铭》'}], 'words': [{'word': '肖形', 'text': '仿形。亦泛指形状。'}]}]}",[上下],小肉,[上下]小肉,上方小如峰巅之望，下处肉似谷底之思
设,6,shè,讠,0,H2,"['言 殳', '讠 殳']",左右结构,左窄右宽,设,560.0,shè,"{'pinyin': 'shè', 'explanations': [{'content': '(会意。从言,从殳。本义:摆设;陈列)。'}, {'content': '同本义。', 'detail': [{'text': '設,施陈也。', 'book': '《说文》'}, {'text': '钟鼓既设。', 'book': '《诗·小雅·彤弓》'}, {'text': '整设于门外。', 'book': '《礼记·月令》。注:“陈也。”'}, {'text': '规矩陈设。', 'book': '《礼记·经解》'}, {'text': '张乐设饮。', 'book': '《战国策·秦策》'}, {'text': '入其舍,则密室垂帘,帘外设香几。', 'book': '《聊斋志异·促织》'}, {'text': '设树险阻。', 'book': '《淮南子·本经》'}, {'text': '设酒杀鸡作食。', 'book': '晋·陶渊明《桃花源记》'}], 'words': [{'word': '陈设', 'text': '摆设'}, {'word': '设醮修禳', 'text': '僧道为禳除灾祟而设的道场'}, {'word': '设蓍', 'text': '占卦。蓍:蓍草,古人常用其占卜'}, {'word': '设弧', 'text': '摆设木弓。表示生男'}, {'word': '设帨', 'text': '摆设佩巾。表示生女'}, {'word': '设奠', 'text': '陈设祭品,追悼亡者'}, {'word': '设醴', 'text': '设置甘美的醴酒。比喻礼遇贤士。'}]}, {'content': '创立,建立,开创。', 'detail': [{'text': '权之所设。', 'book': '《公羊传·桓公十一年》。注:“设,施也。”'}, {'text': '设都于禹之绩。', 'book': '《诗·商颂·殷武》'}, {'text': '其后齐中衰,管子修之,设轻重九府。', 'book': '《史记·货殖列传序》'}], 'words': [{'word': '附设', 'text': '附带设置'}, {'word': '设令', 'text': '施设律令'}, {'word': '设位', 'text': '立位,定位'}, {'word': '设官', 'text': '设置官职'}, {'word': '设科', 'text': '设立教授的学科;设置取士任官的科目'}, {'word': '设帐', 'text': '开馆教授门徒'}, {'word': '设版', 'text': '构筑防御工事以备敌'}, {'word': '设险', 'text': '在险要地方设置防御'}, {'word': '设覆', 'text': '设置伏兵。'}]}, {'content': '筹划;秘密策划。', 'detail': [{'text': '设以攻宋。', 'book': '《淮南子·修务》'}, {'text': '吾必设计先除此二人。', 'book': '《三国演义》'}], 'words': [{'word': '设阱', 'text': '设计陷害别人'}, {'word': '想方设法;设谋', 'text': '设定谋略'}, {'word': '设计', 'text': '算计;谋划'}, {'word': '设局', 'text': '设下骗局;安排圈套'}, {'word': '设施', 'text': '安排;措置'}, {'word': '设处', 'text': '筹划,安排。'}]}, {'content': '拟设;设置。', 'detail': [{'text': '岂设君之道固如是乎?', 'book': '清·黄宗羲《原君》'}], 'words': [{'word': '设疑', 'text': '提出疑问'}, {'word': '设论', 'text': '文体名。拟设问答来阐扬论述的意旨'}, {'word': '设难', 'text': '拟定问题铺设言辞,以困窘对方'}, {'word': '设辩', 'text': '拟设辩说'}, {'word': '设言托意', 'text': '拟设言语来寄寓心意。'}]}, {'content': '施行,实现。', 'detail': [{'text': '各一则不设。', 'book': '《吕氏春秋》'}], 'words': [{'word': '设教', 'text': '施行教化。'}]}, {'content': '布置,部署。', 'detail': [{'text': '赵亦盛设兵以待秦,秦不敢动。', 'book': '《史记》'}]}, {'content': '表示假设关系,相当于“如果”、“假如”。', 'detail': [{'text': '设以炮至,吾村不齑粉乎?', 'book': '清·徐珂《清稗类钞·战事类》'}], 'words': [{'word': '设若;设使'}]}, {'content': '完备。', 'detail': [{'text': '居处,兵卫甚设。', 'book': '《史记·刺客列传》'}]}, {'content': '大。', 'detail': [{'text': '益长裕而不设。', 'book': '《易·系辞下》'}]}]}",[左右],言殳,[左右]言殳,左部分言，右部分殳
芋,6,yù,艹,2,B2,"['草 于', '艸 于', '艹 于']",上下结构,上小下大,芋,370.0,yù,"{'pinyin': 'yù', 'explanations': [{'content': '(形声。从艸,于声。本义:植物名。俗称“芋艿”)。'}, {'content': '同本义。', 'detail': [{'text': '芋,大叶实根,骇人,故谓之芋也。', 'book': '《说文》'}, {'text': '士卒食芋菽。', 'book': '《史记·项羽本纪》'}, {'text': '其实葵菹芋。', 'book': '《仪礼·士丧礼》'}], 'words': [{'word': '芋火', 'text': '煨芋的炭火'}, {'word': '芋渠', 'text': '大芋头。同“芋魁”'}, {'word': '芋荷', 'text': '芋艿。因其叶似荷,故名。南方称芋头的叶及柄为芋荷'}, {'word': '芋火', 'text': '煨芋之火'}, {'word': '芋郎君', 'text': '抟芋酥作人形的食品'}, {'word': '芋魁', 'text': '芋的块茎。泛指薯类植物的块茎'}, {'word': '芋魁豆饭', 'text': '喻食物粗劣。'}]}]}",[上下],草于,[上下]草于,上草下于，合为一体
猜,11,cāi,犭,1,H2,"['犬 青', '犭 靑']",左右结构,左窄右宽,猜,2364.0,cāi,"{'pinyin': 'cāi', 'explanations': [{'content': '(形声。从犬,青声。本义:疑恨;忌恨)。'}, {'content': '同本义。', 'detail': [{'text': '猜,恨贼也。', 'book': '《说文》。按,字从犬,如狡狯狂猛之类,本以言犬,移以言人。'}, {'text': '耦俱无猜。', 'book': '《左传·僖公九年》。注:“两无猜恨。”'}, {'text': '猜,恨也。', 'book': '《方言十二》'}, {'text': '夫子从君,而守臣丧邑,虽吾子亦有猜焉。', 'book': '《左传·昭公七年》'}], 'words': [{'word': '猜忍', 'text': '猜忌残忍'}, {'word': '猜迫', 'text': '疑忌而加以逼迫'}, {'word': '猜忿', 'text': '疑忌愤恨'}, {'word': '猜刻', 'text': '疑忌而刻薄'}, {'word': '猜虐', 'text': '疑忌暴虐'}, {'word': '猜狠', 'text': '疑忌而凶狠'}, {'word': '猜贰', 'text': '疑忌而有二心'}, {'word': '猜惮', 'text': '疑忌畏惧'}, {'word': '猜谋', 'text': '因疑忌而采取的计谋。'}]}, {'content': '揣测;推测。', 'detail': [{'text': '当夜猜三划五,吃了半夜,把二百文都吃完了。', 'book': '《儒林外史》'}], 'words': [{'word': '猜谜语;猜灯谜;猜料', 'text': '猜测料想'}, {'word': '猜量', 'text': '猜测估量。'}]}, {'content': '起疑心。', 'detail': [{'text': '猜,疑也。', 'book': '《释言》'}, {'text': '寡君猜焉。', 'book': '《左传·昭公三年》。注:“疑也。”'}]}, {'content': '怀疑;疑心。', 'detail': [{'text': '虽吾子亦有猜焉。', 'book': '《左传·昭公七年》'}], 'words': [{'word': '猜警', 'text': '因疑心而警戒。'}]}]}",[左右],犬青,[左右]犬青,左岸犬繁华，右岸青静谧
绰,11,chuò,纟,2,H2,"['丝 卓', '纟 卓']",左右结构,左窄右宽,绰,2490.0,chuò,"{'pinyin': 'chuò', 'explanations': [{'content': '(形声。从糸(mì),卓声。本义:宽大,舒缓)。'}, {'content': '同本义。', 'detail': [{'text': '宽兮绰兮。', 'book': '《诗·卫风·淇奥》'}], 'words': [{'word': '绰步', 'text': '大步'}, {'word': '绰板婆', 'text': '大脚婆娘'}, {'word': '绰绰', 'text': '宽舒裕如。'}]}, {'content': '姿态柔美。', 'detail': [{'text': '柔情绰态,媚于语言。', 'book': '曹植《洛神赋》'}], 'words': [{'word': '绰态', 'text': '柔媚多姿'}, {'word': '绰俏', 'text': '漂亮;俊俏。'}]}, {'content': '端正。', 'detail': [{'text': '曾经绰立侍丹墀,绽蕊宫花拂面权。', 'book': '唐·元稹《酬孝甫见赠诗》'}], 'words': [{'word': '绰立'}]}]}",[左右],丝卓,[左右]丝卓,左部分丝，右部分卓
扎,4,zā,扌,1,H2,"['手 乚', '扌 乚']",左右结构,左窄右宽,扎,85.0,zā,"{'pinyin': 'zā', 'explanations': [{'content': '捆绑;缠束;拴;系。', 'detail': [{'text': '抄扎家私,分俵众军。', 'book': '《水浒传》'}], 'words': [{'word': '扎抹', 'text': '缠绑;收拾'}, {'word': '扎爪', 'text': '拴绑;缠绑'}, {'word': '扎一根红头绳;扎花环;扎包', 'text': '捆在腰间的长布'}, {'word': '扎缚', 'text': '捆扎;包扎'}, {'word': '扎脚', 'text': '缠足'}, {'word': '扎把', 'text': '成捆的草把。'}]}, {'content': '准备。', 'detail': [{'text': '[阿里奇]传令教番兵扎掂已了,来日出密云县,与宋江交锋。', 'book': '《水浒传》'}], 'words': [{'word': '扎裹', 'text': '修饰;打扮'}, {'word': '扎括', 'text': '修饰;打扮'}, {'word': '扎扮', 'text': '打扮'}, {'word': '扎掂', 'text': '整装出发。'}]}]}",[左右],手乚,[左右]手乚,左部分手，右部分乚
忧,7,yōu,忄,1,H2,"['心 尤', '忄 尤']",左右结构,左窄右宽,忧,874.0,yōu,"{'pinyin': 'yōu', 'explanations': [{'content': '(本字古作上“页”（xie）下“心”。会意。心中有了忧愁，必然在脸上(用“页”即人头代表)反映出来。后加“攵”(suī表示行走),形成“憂”字。“忧”是形声字。本义:担忧;发愁)同本义。', 'detail': [{'text': '忧,愁也。', 'book': '《说文》'}, {'text': '忧,愁也。', 'book': '《玉篇》'}, {'text': '忧悲者德之失也。', 'book': '《淮南子·原道》'}, {'text': '勿忧。', 'book': '《易·丰》'}, {'text': '坎为加忧。', 'book': '《易·说卦》'}, {'text': '我心忧伤。', 'book': '《诗·小雅·小弁》'}, {'text': '忧心忡忡。', 'book': '《诗·召南·草虫》'}, {'text': '何忧令名不彰。', 'book': '《世说新语·自新》'}, {'text': '心忧炭贱。', 'book': '唐·白居易《卖炭翁》'}, {'text': '忧谗畏讥。', 'book': '宋·范仲淹《岳阳楼记》'}, {'text': '忧其民。'}], 'words': [{'word': '忧忿滞中', 'text': '中医指忧愁忿懑滞郁在胸中'}, {'word': '忧蹙', 'text': '因忧愁而紧锁眉头'}, {'word': '忧愠', 'text': '忧愁懊恼'}, {'word': '忧忆', 'text': '忧愁担心'}, {'word': '忧心如捣', 'text': '忧愁得像有什么东西捣心一样'}, {'word': '忧邑', 'text': '愁闷抑郁'}, {'word': '忧畏', 'text': '忧虑畏怯'}, {'word': '忧世', 'text': '为世时或时事而忧虑'}, {'word': '忧怀', 'text': '忧虑怀念'}, {'word': '忧怯', 'text': '担忧畏怯'}, {'word': '忧天', 'text': '担心天塌下来'}, {'word': '忧公忘私', 'text': '关心公益,不顾私利'}, {'word': '忧鱼', 'text': '担心水患。'}]}, {'content': '居丧 。多指居父母丧。', 'detail': [{'text': '王宅忧,亮阴三祀。', 'book': '《书·说命上》'}], 'words': [{'word': '忧居', 'text': '丁忧家居'}, {'word': '忧服', 'text': '因父母死而居忧服丧'}, {'word': '忧纪', 'text': '居父母丧之期'}, {'word': '忧棘', 'text': '居父母之丧'}, {'word': '忧毁', 'text': '居父母之丧哀伤过度而损害身体'}, {'word': '忧艰', 'text': '忧父母之丧。'}]}, {'content': '忧患,祸患。', 'detail': [{'text': '必为子孙忧。', 'book': '《论语·季氏》'}, {'text': '恐季氏之忧。'}, {'text': '愦于忧。', 'book': '《战国策·齐策四》'}, {'text': '乐琴书以消忧。', 'book': '晋·陶渊明《归去来兮辞》'}], 'words': [{'word': '忧困', 'text': '忧患困顿'}, {'word': '忧逼', 'text': '忧患侵迫'}, {'word': '忧难', 'text': '忧患'}, {'word': '忧衅', 'text': '忧患之端。'}]}, {'content': '姓。'}]}",[左右],心尤,[左右]心尤,左心右尤，互为表里
腕,12,wàn,月,2,H2,"['肉 宛', '月 宛']",左右结构,左窄右宽,腕,2716.0,wàn,"{'pinyin': 'wàn', 'explanations': [{'content': '(形声。从肉,宛声。本义:臂下端与手掌相连可以活动的部分)。'}, {'content': '同本义。', 'words': [{'word': '腕表', 'text': '手表'}, {'word': '腕脱', 'text': '手腕脱位。形容书写忙迫紧张'}, {'word': '腕钏', 'text': '手镯'}, {'word': '腕法', 'text': '写字用腕的方法'}, {'word': '腕头', 'text': '犹言手上'}, {'word': '腕阑', 'text': '手镯类的饰物。'}]}, {'content': '和臂相仿的任何某些突起物。'}, {'content': '海百合的放射线。'}, {'content': '头足类的触手。'}, {'content': '似触手的突起物。'}, {'content': '某些水母脑内的白色带状物。'}, {'content': '构成鳃足类触手冠的任意卷曲的肌肉附肢。'}, {'content': '手段;伎俩。', 'detail': [{'text': '何功使愿果,尽力输老腕。', 'book': '元·张雨诗'}]}, {'content': '握。', 'detail': [{'text': '腕,握也。', 'book': '《集韵》'}]}]}",[左右],肉宛,[左右]肉宛,左部分肉，右部分宛
玖,7,jiǔ,王,2,H2,"['玉 久', '王 久']",左右结构,左窄右宽,玖,602.0,jiǔ,"{'pinyin': 'jiǔ', 'explanations': [{'content': '(形声。从玉,久声。本义:似玉的黑色美石)。'}, {'content': '同本义。', 'detail': [{'text': '玖,石之次玉,黑色。', 'book': '《说文》'}, {'text': '报之以琼玖。', 'book': '《诗·卫风·木瓜》'}, {'text': '贻我佩玖。', 'book': '《诗·王风·邱中有麻》'}]}]}",[左右],玉久,[左右]玉久,左侧玉，右侧久，共同构成全貌
涡,10,guō,氵,2,H2,"['水 呙', '氵 呙']",左右结构,左窄右宽,涡,2072.0,guō,"{'pinyin': 'guō', 'explanations': [{'content': '水名。今称涡河。', 'detail': [{'text': '濄水,首受淮阳扶沟浪汤洰东入淮。从水,过声。', 'book': '《说文》'}]}, {'content': '古州名 。故地在今安徽省。'}]}",[左右],水呙,[左右]水呙,梦想左眼水，现实右眼呙
